1393804800000,A,2,30075445
1378857600000,A,6,30075445
1358985600000,A,10,30075445
1322006400000,A,9,30075445
1299715200000,B,14,30075445
1419897600000,A,8,30112340
1404172800000,B,23,30112340
1367280000000,A,12,30112340
1336435200000,A,12,30112340
1409961600000,A,2,30191841
1374451200000,A,11,30191841
1343692800000,A,12,30191841
1325116800000,A,12,30191841
1402358400000,A,5,40356018
1370390400000,A,7,40356018
1334275200000,A,12,40356018
1318377600000,A,12,40356018
1416787200000,Z,20,40356068
1358380800000,A,13,40356068
1343865600000,A,13,40356068
1323907200000,B,25,40356068
1416009600000,Z,38,40356151
1398988800000,A,10,40356151
1362182400000,A,7,40356151
1328832000000,A,13,40356151
1412553600000,A,9,40356442
1400544000000,A,12,40356442
1365033600000,A,12,40356442
1327363200000,A,9,40356442
1401321600000,A,10,40356483
1389657600000,A,10,40356483
1375488000000,A,8,40356483
1342569600000,A,10,40356483
1331251200000,A,13,40356483
1318550400000,A,9,40356483
1405641600000,A,12,40356649
1375142400000,A,12,40356649
1360713600000,A,11,40356649
1345075200000,A,2,40356649
1313539200000,A,11,40356649
1405296000000,A,12,40356731
1373414400000,A,8,40356731
1341964800000,A,5,40356731
1329955200000,A,8,40356731
1401235200000,A,11,40357217
1371600000000,A,4,40357217
1339718400000,A,3,40357217
1397606400000,A,5,40357437
1366675200000,A,2,40357437
1335225600000,A,5,40357437
1323993600000,A,2,40357437
1410825600000,B,21,40358429
1377648000000,A,7,40358429
1364860800000,C,56,40358429
1344988800000,B,27,40358429
1332892800000,B,27,40358429
1399420800000,A,3,40359480
1367539200000,A,4,40359480
1335744000000,A,6,40359480
1324944000000,A,0,40359480
1415577600000,A,11,40360045
1381363200000,A,13,40360045
1349308800000,A,7,40360045
1337558400000,A,9,40360045
1325203200000,B,19,40360045
1391990400000,A,2,40360076
1357084800000,A,13,40360076
1326067200000,A,3,40360076
1320624000000,P,12,40360076
1311206400000,A,13,40360076
1414454400000,A,9,40361322
1379462400000,A,10,40361322
1348099200000,A,13,40361322
1408579200000,A,4,40361390
1393977600000,A,3,40361390
1357776000000,A,10,40361390
1409616000000,A,12,40361521
1387411200000,B,16,40361521
1369699200000,A,9,40361521
1354838400000,A,13,40361521
1332979200000,A,11,40361521
1416355200000,A,11,40361606
1384387200000,A,2,40361606
1354665600000,A,13,40361606
1337212800000,A,11,40361606
1408147200000,A,12,40361618
1377561600000,A,9,40361618
1348099200000,A,7,40361618
1317254400000,A,10,40361618
1390262400000,A,12,40361708
1357257600000,A,11,40361708
1339027200000,A,6,40361708
1326758400000,A,8,40361708
1395187200000,A,3,40361998
1363132800000,A,12,40361998
1332806400000,A,8,40361998
1301961600000,A,7,40361998
1410739200000,A,10,40362098
1393891200000,A,13,40362098
1374105600000,A,13,40362098
1357689600000,A,11,40362098
1334016000000,A,10,40362098
1321315200000,A,7,40362098
1410480000000,B,26,40362264
1377648000000,A,9,40362264
1364169600000,B,20,40362264
1329177600000,A,12,40362264
1396483200000,A,9,40362274
1365120000000,A,4,40362274
1332288000000,A,13,40362274
1303862400000,A,5,40362274
1395100800000,A,8,40362344
1363564800000,A,8,40362344
1349827200000,A,7,40362344
1316649600000,A,2,40362344
1398038400000,A,10,40362432
1384214400000,A,5,40362432
1370304000000,A,12,40362432
1352851200000,A,10,40362432
1349913600000,P,0,40362432
1337817600000,A,13,40362432
1323302400000,A,12,40362432
1311120000000,A,11,40362432
1411689600000,A,9,40362715
1379462400000,A,13,40362715
1348185600000,A,9,40362715
1336521600000,A,11,40362715
1399939200000,A,2,40362869
1367971200000,A,7,40362869
1348272000000,A,11,40362869
1307318400000,A,12,40362869
1405641600000,A,12,40363021
1393372800000,A,9,40363021
1377475200000,A,9,40363021
1359676800000,A,12,40363021
1326758400000,A,13,40363021
1318896000000,A,11,40363021
1398297600000,A,10,40363093
1378339200000,A,10,40363093
1361404800000,A,9,40363093
1341273600000,A,11,40363093
1310342400000,A,5,40363093
1419897600000,A,8,40363098
1389744000000,A,9,40363098
1357603200000,A,11,40363098
1326931200000,A,10,40363098
1417651200000,A,10,40363117
1382572800000,A,11,40363117
1366243200000,A,5,40363117
1333584000000,A,13,40363117
1413504000000,A,11,40363151
1379462400000,A,13,40363151
1367280000000,A,7,40363151
1334880000000,A,7,40363151
1324252800000,A,3,40363151
1388361600000,A,8,40363289
1357603200000,A,10,40363289
1339459200000,B,15,40363289
1402272000000,A,12,40363298
1389312000000,A,9,40363298
1354838400000,A,4,40363298
1323734400000,A,9,40363298
1315526400000,A,13,40363298
1399507200000,A,11,40363333
1386806400000,A,8,40363333
1371772800000,A,12,40363333
1356307200000,B,25,40363333
1318982400000,A,11,40363333
1308096000000,A,10,40363333
1392940800000,A,3,40363426
1379030400000,A,3,40363426
1346112000000,A,0,40363426
1315872000000,A,12,40363426
1304380800000,A,5,40363426
1420761600000,A,3,40363427
1386201600000,A,10,40363427
1371600000000,A,10,40363427
1357603200000,A,11,40363427
1410912000000,A,10,40363565
1389830400000,B,23,40363565
1375833600000,A,10,40363565
1361404800000,B,27,40363565
1340150400000,B,27,40363565
1327968000000,B,18,40363565
1393286400000,A,7,40363590
1376438400000,A,11,40363590
1344297600000,A,7,40363590
1332720000000,A,10,40363590
1320364800000,A,0,40363590
1309305600000,A,4,40363590
1401667200000,A,9,40363630
1388102400000,A,8,40363630
1363564800000,B,26,40363630
1328054400000,A,7,40363630
1309910400000,B,25,40363630
1407196800000,A,3,40363644
1394064000000,A,11,40363644
1373328000000,A,12,40363644
1359504000000,A,4,40363644
1325721600000,A,2,40363644
1316995200000,A,0,40363644
1401753600000,A,9,40363685
1370563200000,A,5,40363685
1340928000000,A,12,40363685
1328486400000,A,11,40363685
1308787200000,A,13,40363685
1391558400000,A,0,40363744
1359417600000,A,3,40363744
1323302400000,A,10,40363744
1398297600000,A,12,40363834
1361836800000,A,5,40363834
1328140800000,A,2,40363834
1398211200000,A,13,40363920
1364256000000,A,10,40363920
1331596800000,A,4,40363920
1321401600000,A,13,40363920
1417996800000,A,13,40363945
1399248000000,B,18,40363945
1365120000000,A,13,40363945
1333065600000,A,9,40363945
1409788800000,B,20,40364179
1393372800000,B,23,40364179
1364169600000,A,12,40364179
1329782400000,A,8,40364179
1418947200000,A,10,40364220
1386201600000,A,11,40364220
1354752000000,A,9,40364220
1400198400000,A,9,40364262
1368144000000,A,10,40364262
1337040000000,A,9,40364262
1320192000000,C,32,40364262
1416268800000,A,12,40364286
1383782400000,A,12,40364286
1366761600000,A,7,40364286
1332201600000,A,5,40364286
1393804800000,A,10,40364296
1380153600000,A,10,40364296
1363651200000,A,10,40364296
1346198400000,A,11,40364296
1313539200000,A,13,40364296
1420416000000,A,4,40364299
1410393600000,C,39,40364299
1395273600000,A,12,40364299
1358985600000,A,13,40364299
1337731200000,A,10,40364299
1420502400000,A,12,40364304
1405382400000,C,48,40364304
1367452800000,A,13,40364304
1348444800000,A,8,40364304
1334793600000,A,7,40364304
1393286400000,A,12,40364305
1372291200000,A,7,40364305
1354492800000,A,10,40364305
1320796800000,A,12,40364305
1394236800000,A,12,40364335
1380326400000,A,10,40364335
1364256000000,A,3,40364335
1347235200000,A,12,40364335
1313366400000,A,13,40364335
1413417600000,B,24,40364347
1398988800000,A,4,40364347
1364860800000,A,13,40364347
1350604800000,A,12,40364347
1335484800000,B,17,40364347
1322524800000,A,11,40364347
1405987200000,B,19,40364355
1380153600000,A,12,40364355
1361836800000,A,11,40364355
1335744000000,A,8,40364355
1317772800000,A,12,40364355
1400025600000,A,12,40364362
1376352000000,A,12,40364362
1333497600000,A,12,40364362
1403308800000,A,5,40364363
1341964800000,A,10,40364363
1410825600000,A,13,40364373
1393200000000,A,10,40364373
1367539200000,A,10,40364373
1345420800000,A,7,40364373
1329091200000,A,9,40364373
1412726400000,A,10,40364389
1381363200000,A,9,40364389
1366761600000,C,36,40364389
1326067200000,A,9,40364389
1401494400000,A,2,40364404
1368144000000,A,3,40364404
1329436800000,A,6,40364404
1318550400000,C,54,40364404
1398988800000,A,11,40364439
1369008000000,A,11,40364439
1337817600000,A,7,40364439
1326844800000,A,13,40364439
1317600000000,A,10,40364439
1393804800000,A,8,40364443
1362700800000,A,12,40364443
1331251200000,A,13,40364443
1301529600000,A,12,40364443
1394841600000,A,11,40364449
1363046400000,A,2,40364449
1342828800000,B,27,40364449
1322179200000,B,24,40364449
1308700800000,B,20,40364449
1418601600000,A,12,40364467
1407369600000,C,40,40364467
1375056000000,A,2,40364467
1355356800000,A,11,40364467
1343606400000,C,4,40364467
1329350400000,A,2,40364467
1405296000000,B,17,40364518
1388448000000,A,12,40364518
1350864000000,A,12,40364518
1336348800000,A,13,40364518
1318550400000,A,12,40364518
1394668800000,A,11,40364529
1380499200000,A,9,40364529
1366934400000,A,8,40364529
1347321600000,B,24,40364529
1316390400000,A,10,40364529
1300320000000,A,12,40364529
1411603200000,A,12,40364531
1392336000000,A,12,40364531
1376006400000,A,2,40364531
1361491200000,B,20,40364531
1329350400000,A,8,40364531
1395792000000,A,12,40364572
1363824000000,A,8,40364572
1350518400000,A,9,40364572
1336348800000,A,3,40364572
1305590400000,A,5,40364572
1415577600000,B,15,40364576
1396483200000,A,13,40364576
1374019200000,C,36,40364576
1360108800000,B,22,40364576
1342396800000,C,36,40364576
1331164800000,C,7,40364576
1415923200000,A,11,40364581
1394409600000,A,7,40364581
1357776000000,A,3,40364581
1346716800000,A,7,40364581
1398124800000,A,10,40364610
1380067200000,A,4,40364610
1339200000000,A,8,40364610
1398124800000,A,13,40364668
1371600000000,C,32,40364668
1337644800000,A,12,40364668
1400025600000,A,11,40364681
1367020800000,A,9,40364681
1353628800000,B,27,40364681
1331683200000,B,17,40364681
1310601600000,B,21,40364681
1416787200000,A,13,40364691
1381363200000,A,13,40364691
1364947200000,B,18,40364691
1349136000000,A,9,40364691
1335312000000,A,8,40364691
1402358400000,A,9,40364715
1370822400000,A,12,40364715
1348617600000,B,24,40364715
1337817600000,A,12,40364715
1321228800000,A,2,40364715
1414540800000,A,11,40364744
1383091200000,A,9,40364744
1370995200000,A,12,40364744
1332806400000,A,9,40364744
1386115200000,A,13,40364858
1371081600000,A,13,40364858
1354752000000,A,9,40364858
1334188800000,A,2,40364858
1311984000000,B,23,40364858
1407715200000,A,10,40364863
1394755200000,A,3,40364863
1358294400000,A,10,40364863
1342051200000,A,9,40364863
1417132800000,A,12,40364889
1386115200000,A,13,40364889
1354752000000,A,12,40364889
1323129600000,A,12,40364889
1412553600000,A,2,40364920
1381363200000,A,12,40364920
1351036800000,A,10,40364920
1339545600000,A,12,40364920
1326758400000,A,10,40364920
1418860800000,A,7,40364956
1398902400000,B,17,40364956
1363219200000,A,12,40364956
1348099200000,A,9,40364956
1328659200000,B,19,40364956
1406505600000,A,2,40364958
1374710400000,A,7,40364958
1360022400000,A,2,40364958
1338249600000,A,6,40364958
1324598400000,A,5,40364958
1398297600000,A,13,40365013
1365033600000,A,2,40365013
1328140800000,A,5,40365013
1311379200000,A,11,40365013
1403308800000,A,9,40365022
1371254400000,A,13,40365022
1346284800000,A,10,40365022
1317945600000,B,20,40365022
1418169600000,A,2,40365043
1403654400000,A,9,40365043
1382486400000,C,28,40365043
1363824000000,C,29,40365043
1339718400000,A,10,40365043
1402099200000,A,8,40365075
1389225600000,A,10,40365075
1370995200000,A,8,40365075
1337558400000,A,13,40365075
1326240000000,A,9,40365075
1313020800000,B,16,40365075
1418601600000,A,9,40365098
1386288000000,A,10,40365098
1350950400000,A,12,40365098
1338768000000,A,11,40365098
1326326400000,A,13,40365098
1407888000000,A,3,40365120
1376956800000,B,19,40365120
1339977600000,A,6,40365120
1416182400000,A,12,40365166
1403827200000,A,5,40365166
1368576000000,A,4,40365166
1336521600000,A,12,40365166
1413849600000,B,16,40365226
1400630400000,A,5,40365226
1367452800000,A,10,40365226
1354492800000,A,9,40365226
1336521600000,B,16,40365226
1323820800000,A,13,40365226
1393545600000,A,2,40365239
1377820800000,A,7,40365239
1346025600000,A,7,40365239
1315958400000,A,9,40365239
1397001600000,A,10,40365264
1362441600000,A,9,40365264
1328140800000,A,13,40365264
1391990400000,A,10,40365280
1359936000000,A,10,40365280
1325635200000,A,6,40365280
1316044800000,C,60,40365280
1405987200000,A,6,40365288
1369699200000,A,2,40365288
1338249600000,A,8,40365288
1325721600000,A,9,40365288
1312934400000,B,24,40365288
1398988800000,A,11,40365293
1363219200000,A,13,40365293
1348617600000,A,9,40365293
